,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
12,badbeerbreath,"Jul 11th, 2020 8:38 pm",,"Jul 12th, 2020 8:31 am",,10.99,3,31% off,Amazon.ca,Groceries,"Kicking Horse Coffee- Hoodoo Jo, Half Ass, Pacific Pipeline $10.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fstores%2FKicking%2BHorse%2BCoffee%2Fpage%2F80B0F0F5-40C9-4162-AD6E-42A1AC6E2ADE%3Fref_%3Dast_bln&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1987,4
13,scibuf,"Jul 12th, 2020 2:39 am",,"Jul 12th, 2020 8:25 am",Home & Garden,34.88,2,,Home Depot,Home Improvement & Tools,Ryobi 18V high pressure inflator P737D $34.88 (reg $39.98) YMMV,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-high-pressure-inflator-with-digital-gauge-tool-only-/1001487654,1938,-3
14,IonutC83582,"Jul 10th, 2020 10:14 pm","July 15, 2020","Jul 12th, 2020 8:12 am",,139.99,2,hotbuy,Princess Auto,Automotive,"Kawasaki 1.2 GPM @ 1,650 PSI Electric Pressure Washer",https://www.princessauto.com/en/detail/1-2-gpm-1-650-psi-electric-pressure-washer/A-p8941445e,2145,1
15,hill15,"Jul 12th, 2020 8:11 am",,"Jul 12th, 2020 8:11 am",Kids & Babies,$19.97,0,,,School Supplies,Walmart/Amazon-Prismacolor Scholar Coloured Pencils 60 pk $19.97 (Reg. $33.47),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fprismacolor-scholar-coloured-pencils%2F6000001827387&amp;u1=rfdcb,719,3
16,couponmummy1,"Jul 6th, 2020 9:01 pm",,"Jul 12th, 2020 8:11 am",,,55,,Maxi,Groceries,"QC - Whole BBQ Chicken for $1, with tax is $2.26 with coupon from save.ca",,10426,42
17,pjw918,"Mar 19th, 2020 1:21 pm",,"Jul 12th, 2020 8:01 am",Computers & Electronics,,1032,,Freedom Mobile,Cell Phones,Nationwide Unlimited Talk & Text - $99/year prepaid,https://www.freedommobile.ca/en-CA/prepaid-plans,277394,154
18,bazzz,"Jan 2nd, 2020 5:25 pm","April 30, 2020","Jul 12th, 2020 7:42 am",Financial Services,,395,,,Credit Cards,ScotiaBank Momentum VISA Infinite FYF (inc additional cardholder) + 10% back in first 3 months,https://www.scotiabank.com/ca/en/personal/credit-cards/visa/momentum-infinite-card.html,149018,0
19,PriceHunter,"May 21st, 2020 12:25 pm",,"Jul 12th, 2020 7:36 am",Kids & Babies,198,226,44%,Home Depot,Toys & Games,Kidsquad 12V Jeep Wrangler Ride-On Toy in Red $198,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/kidsquad-12v-jeep-wrangler-ride-on-toy-in-red/1001036240,45371,27
20,CauseBurn,"Jun 28th, 2020 9:04 pm",,"Jul 12th, 2020 7:21 am",Entertainment,30.99,21,43% Off,Amazon.ca,"Books, Music, Movies, Magazines",The Art of the Last of Us Part II Hardcover ($53.99 - 43% = $30.99),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2F1506713769&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6984,-27
21,ryansluman,"May 12th, 2020 11:03 pm","January 1, 2021","Jul 12th, 2020 6:27 am",,,258,,,Financial Services,Get $50 when you send your first $100 global money transfer abroad,,41300,23
22,yau1225,"Jul 11th, 2020 3:43 am",,"Jul 12th, 2020 6:18 am",Home & Garden,$145.59,23,,Bed Bath And Beyond,Appliances,Zojirushi NS-TSC10 5.5 Cup Micom Rice Cooker $145.59 (with 20% off Coupon) YMMV - (no coupon $181.99),http://www.kqzyfj.com/click-749547-13347068?url=https%3A%2F%2Fwww.bedbathandbeyond.ca%2Fstore%2Fproduct%2Fzojirushi-5-1-2-cup-micom-rice-cooker-and-warmer-in-stainless-steel%2F1040186917&amp;sid=rfdcb,6370,6
23,el'ation,"Jun 15th, 2020 12:52 pm",,"Jul 12th, 2020 6:06 am",,$15,115,,Costco,Groceries,Costco.ca Free-Range Argentinian Beef $79.99 - $99.99,https://www.costco.ca/argentinian-beef-tenderloin%2c-1.6-kg-(3.5-lb.).product.100511320.html,21438,-5
24,chaugh,"May 28th, 2020 7:54 am",,"Jul 12th, 2020 5:22 am",,,814,,American Express,Computers & Electronics,Amex Business Platinum: $250 credit for $250 spend at dell.ca,,124115,97
25,trystee,"Jul 9th, 2020 1:09 am","July 16, 2020","Jul 12th, 2020 4:17 am",,,3,,Shoppers Drug Mart,Groceries,"/Pharmaprix (QC) Spend $60 On Netflix GC, Get 6,000 PC Optimum Points Back (Jul 11 to Jul 16, 2020)",,2542,9
26,essjayess,"Jul 3rd, 2020 8:04 pm",,"Jul 12th, 2020 3:26 am",,$7.92,47,,Amazon.ca,Groceries,"La Grille Montreal Steak Spice Seasoning, 825g, $7.92",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FGrille-Grilling-Montreal-Steak-Seasoning%2Fdp%2FB00HEFA900%2Fref%3Dsr_1_5%3Fdchild%3D1%26keywords%3DLa%2BGrille%2BMontreal%2BSteak%2BSpice%2BSeasoning%26qid%3D1594299427%26sr%3D8-5&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,12376,35
27,Thatdealguy,"Jul 7th, 2020 2:16 am",,"Jul 12th, 2020 2:45 am",,,88,,Costco,Groceries,"West (BC, AB, MB, SK) (July 6 - 12) (227)",,25490,92
28,zaibii786,"Jul 9th, 2020 10:55 am","July 10, 2020","Jul 12th, 2020 2:24 am",,$2.48,38,,Real Canadian Superstore,Groceries,"Cavendish FlavorCrisp $2.48 - 3,000 PC Points",,10361,31
29,Polymertank,"Jul 8th, 2020 7:31 pm",,"Jul 12th, 2020 2:13 am",,1491,63,50%,Home Depot,Home & Garden,Weber summit S470 natural gas BBQ 50% off,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-summit-s-470-4-burner-nat,19237,3
0,Messerschmitt,"May 26th, 2020 6:58 pm","September 30, 2020","Jul 12th, 2020 1:50 am",Financial Services,,388,,CIBC,Banking & Investing,CIBC Global Money Transfer. Now $75 bonus,,69982,55
1,ryansluman,"Jun 15th, 2020 1:54 pm","July 16, 2020","Jul 12th, 2020 1:45 am",,,170,,Canadian Tire,Financial Services,YMMV? Credit Karma offering 50 CT dollars to activate triangle MasterCard,,26157,14
2,Nikhilvoid,"Jul 11th, 2020 11:50 pm",,"Jul 12th, 2020 1:21 am",,,12,,,Computers & Electronics,"[dead] $7 - USB Type C Gen 2 Cable(3A), CableCreation 3.3FT - HOT",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=http%3A%2F%2Fwww.amazon.ca%2Fgp%2Fredirect.html%3Fie%3DUTF8%26location%3Dhttps%253A%252F%252Fwww.amazon.ca%252Fgp%252Fproduct%252FB01NAAQLVY%252F%26tag%3Dre&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2934,0
3,Mrrfdxyz,"Jul 11th, 2020 5:09 pm","August 2, 2020","Jul 12th, 2020 12:55 am",Computers & Electronics,399.99,14,100 off,Costco,Home Theatre & Audio,Sony HT-X9000F - 2.1 Ch soundbar-instore only-$399,,3099,-2
4,liuac,"Jul 11th, 2020 10:30 pm",,"Jul 12th, 2020 12:52 am",,154.73,5,26% off,Amazon.ca,Home & Garden,Arlo Video Doorbell,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07YMV9VMT%2Fref%3Dcm_sw_r_cp_apa_i_5mNcFbWVYWRDM&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2957,-2
5,LTSmash,"May 3rd, 2020 9:46 am",,"Jul 12th, 2020 12:50 am",Home & Garden,,65,,Costco,Other,"Zwilling Euroline Bob Kramer Damascus Chef's Knife 8"" $349.99 and 10"" $399.99",https://www.costco.ca/CatalogSearch?dept=All&amp;keyword=Bob+Kramer,24879,12
6,northernbound,"Jul 1st, 2020 3:12 pm",,"Jul 12th, 2020 12:50 am",Computers & Electronics,2.99,23,50%,,Computers & Tablets/eReaders,Deal on Easynews - $35.88 for Unlimited Usenet,https://signup.easynews.com/special-july-4th-deal-2020,6294,10
7,Bulletproof35,"May 21st, 2020 9:15 am","May 27, 2020","Jul 12th, 2020 12:49 am",Home & Garden,Varies,424,Varies,Home Depot,Home Improvement & Tools,Ryobi Days - See Pictures,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/en/home/categories/all/events/ryobi-days.html,113087,53
8,TruckedIguana,"Jul 7th, 2020 11:13 am",,"Jul 12th, 2020 12:36 am",,$49.99,37,,Costco,Beauty & Wellness,Philips Multigroom 7000 $49.99,,11373,4
9,titaniumtux,"May 25th, 2020 2:34 pm","August 30, 2020","Jul 12th, 2020 12:34 am",Financial Services,100k pts,852,,President's Choice,Credit Cards,Get 100k PC Optimum Points when you sign up for a PC Financial MasterCard,https://www.pcfinancial.ca/en/campaign/affiliate03,135602,160
10,Expliciate,"May 31st, 2020 7:29 pm",,"Jul 12th, 2020 12:28 am",,899.99,256,,Costco,Computers & Electronics,"($899) HP Envy x360 15.6"" - Ryzen 5 4500U, 8GB RAM, 512GB NVMe SSD, AX200 WiFi 6, Includes digitizer pen",https://www.costco.ca/hp-envy-x360-15-ds1003ca-2-in-1-laptop%2c-amd-ryzen-5-4500u.product.100658443.html,74897,56
11,Strychinine,"Jul 11th, 2020 11:26 pm",,"Jul 12th, 2020 12:22 am",Computers & Electronics,25.99,2,48%,Amazon.ca,Peripherals & Accessories,"$25.99 AUKEY 10000mAh Power Bank, 18W USB-C Portable Charger",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FAUKEY-10000mAh-Portable-Delivery-Nintendo%2Fdp%2FB07B2W35NH%2Fref%3Dsr_1_5%3Fdchild%3D1%26keywords%3Daukey%2Bpower%2Bbank%26qid%3D1594524078%26sr%3D8-5&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1795,-3
12,Zook123,"Jun 29th, 2020 9:19 am",,"Jul 12th, 2020 12:10 am",,3.49,73,,Costco,Beauty & Wellness,Delon hand sanitizer (725ml) - $3.49,,25098,30
13,rothamathoth,"Jun 26th, 2020 3:54 pm","June 30, 2020","Jul 12th, 2020 12:09 am",,,77,50% off,,Restaurants,[DoorDash] 50% off your first order,,21063,0
14,bigfun3,"Jul 10th, 2020 8:44 am","July 16, 2020","Jul 12th, 2020 12:06 am",Computers & Electronics,$1399.99,20,$200 off,Best Buy,Computers & Tablets/eReaders,"ASUS ROG Zephyrus 15.6"" Gaming Laptop - Black (AMD Ryzen 7 4800HS/512GB SSD/16GB RAM/GTX 1660Ti - $1399.99",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/asus-rog-zephyrus-15-6-gaming-laptop-black-amd-ryzen-7-4800hs-512gb-ssd-16gb-ram-gtx-1660ti-en/14575600,3888,4
15,lilguy,"Jun 27th, 2020 11:45 pm",,"Jul 12th, 2020 12:00 am",Home & Garden,249,91,,Home Depot,Home Improvement & Tools,Ridgid 18V brushless sub-compact cordless drill and driver combo kit $249 + free tool of choice,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-18v-brushless-sub-compact-cordless-1-2-inch-drill-driver-and-impact-driver-combo-kit/1001528346,16778,13
16,hkhorace,"Jul 6th, 2020 9:56 am","July 12, 2020","Jul 11th, 2020 11:57 pm",,1300,62,$200 off,Costco,Automotive,Quickjack 7000slx $200 off - $1300,https://www.costco.ca/quickjack-bl-7000slx-3182-kg-(7000-lb.)-portable-car-lifting-system.product.100485193.html,12934,25
17,lebrond,"Mar 13th, 2020 6:41 pm",,"Jul 11th, 2020 11:42 pm",Computers & Electronics,$43.79,369,,,Video Games,1-Year PlayStation Plus Membership (Digital Delivery) $43.79 CAD,https://www.cdkeys.com/playstation-network-psn/playstation-plus/1-year-playstation-plus-membership-ps3-ps4-ps-vita-digital-code?mw_aref=discounts&amp;data1=playstationplus,115245,284
18,Minimo07,"Jul 11th, 2020 3:40 pm",,"Jul 11th, 2020 11:37 pm",Automotive,,18,,Costco,Other,Costco Markham (on Yorktech) Deals excluding TVs/computers/ clothings/bedding items/books,,6543,40
19,dracolnyte,"Jun 13th, 2020 9:50 pm",,"Jul 11th, 2020 11:12 pm",Computers & Electronics,,165,,Lenovo Canada,Peripherals & Accessories,Lenovo Q27h QHD 27” monitor IPS/USB-C/VESA/Speakers/75hz Freesync - $338,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Faccessories-and-monitors%2Fnew-arrivals%2FQ27h-10C20270QL027inch-Monitor-HDMI%2Fp%2F66A7GCC2US,39591,53
20,arkhira,"Jul 11th, 2020 9:37 pm",,"Jul 11th, 2020 10:43 pm",Computers & Electronics,$41.69,1,$8.3,,Video Games,Xbox Gamepass Ultimate - 3 Months $41.69,https://www.cdkeys.com/xbox-live/games/3-month-xbox-game-pass-ultimate-xbox-one-pc,1247,0
21,slammergu,"Jul 4th, 2020 9:04 am",,"Jul 11th, 2020 10:30 pm",Home & Garden,399,56,,Home Depot,Home Improvement & Tools,Free tools with Milwaukee Tool M18 18V HIGH OUTPUT Starter Kit $399,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/1001536825,13123,9
22,el'ation,"May 11th, 2020 2:38 pm",,"Jul 11th, 2020 10:26 pm",,69.99/kg,959,,Costco,Groceries,Wagyu beef $69.99-$79.99/kg,,220447,83
23,ThomasocnuR,"Jul 8th, 2020 3:52 pm",,"Jul 12th, 2020 10:23 am",Restaurants,52.50,115,,,Other,Corona Vintage Cooler Online Exclusive $52.50,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/corona-vintage-cooler-online-exclusive-12977,21931,0
24,inferno_gn,"Jun 29th, 2020 2:30 pm","August 4, 2020","Jul 11th, 2020 10:22 pm",Home & Garden,,91,,Costco,Other,"[Costco East] (Brossard + Candiac + ???) July 06 to August 04, 2020 [THE BIG MONTH SALE] - Update July 06, 2020...",,50949,120
25,iced~metal,"Jul 11th, 2020 5:08 am",,"Jul 11th, 2020 10:18 pm",,,4,,Reebok,Sports & Fitness,"40% off outlet, 30% off select items Summer Sale",http://reebok-canada.sjv.io/c/341376/356400/5281?u=https://www.reebok.ca/en,3762,6
26,lemmiwinks,"Jul 11th, 2020 3:59 pm",,"Jul 11th, 2020 10:01 pm",,$23.17,4,47%,Amazon.ca,Kids & Babies,Little Tykes T-Ball Set (with 5 balls),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FLittle-Tikes-T-Ball-Amazon-Exclusive%2Fdp%2FB01FVVKY08%2Fref%3Dsr_1_6%3Fdchild%3D1%26keywords%3Dlittle%2Btikes%2Bt-ball%2Bset%26qid%3D1594502836%26sr%3D8-6&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3875,10
27,thelasthunter,"Jul 1st, 2020 1:06 pm","July 1, 2020","Jul 11th, 2020 9:55 pm",Beauty & Wellness,,75,40%,Clearly Contacts,Beauty Supplies & Personal Care,40% Off Lenses + 3% Rakuten Cashback,http://www.tkqlhce.com/click-749547-12350379?url=https%3A%2F%2Fwww.clearly.ca%2Feyewear&amp;sid=rfdcb,14178,9
28,Oddjob87,"Jul 11th, 2020 5:30 pm",,"Jul 11th, 2020 9:27 pm",,99.99,15,,Best Buy,Sports & Fitness,Weider Pro 225 L Bench,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/weider-weider-pro-225-l-bench-webe49310/10409560,3487,1
29,el'ation,"Jul 10th, 2020 5:57 pm",,"Jul 11th, 2020 9:27 pm",Automotive,,30,,Costco,Auto Parts & Accessories,Air Hawk MAX Cordless Inflator $59.99,,7019,-12
0,el'ation,"Jul 10th, 2020 5:57 pm",,"Jul 11th, 2020 9:27 pm",Automotive,,30,,Costco,Auto Parts & Accessories,Air Hawk MAX Cordless Inflator $59.99,,7020,-12
1,Van Dutch,"Mar 2nd, 2020 10:17 am",,"Jul 11th, 2020 9:22 pm",Financial Services,,1584,,HSBC,Mortgages & Loans,"HSBC Fixed rates: 2.04% 2-year, 1.99% 5-yr Insured & 2.29% 5-Yr (with cashback!)",https://www.hsbc.ca/mortgages/mortgage-offers/,394793,131
2,Gangsta101,"Jul 11th, 2020 7:06 pm",,"Jul 11th, 2020 9:19 pm",Home & Garden,139.99,5,45%,Canadian Tire,Home Improvement & Tools,Mastercraft 20V Max Cordless Brushed 1/2-in Drill & 1/2-in Impact Wrench Combo Kit for $139.99 (45% off),https://www.canadiantire.ca/en/pdp/mastercraft-20v-max-cordless-brushed-1-2-in-drill-1-2-in-impact-wrench-combo-kit-0547551p.html?rrec=true#spc,1931,1
3,whizzzkid,"Jul 10th, 2020 4:36 pm",,"Jul 11th, 2020 9:09 pm",Home & Garden,179.99,3,,Costco,Furniture,Wymo Height-Adjustable Desk Riser $179.99,https://www.costco.ca/.product.1198014.html,5114,6
4,ragin_pyro,"Jul 6th, 2020 10:59 pm","July 13, 2020","Jul 11th, 2020 9:09 pm",,,171,10-25% off,Sport Chek,Sports & Fitness,Sport Chek and Atmosphere: Friends and Family event 10-25% off,http://www.pjatr.com/t/8-8297-58025-56718?url=https%3A%2F%2Fwww.sportchek.ca%2Fcampaigns%2Ffriends-and-family.html&amp;website=133845&amp;sid=rfdcb,48009,43
5,bobmtb,"May 22nd, 2020 2:53 pm",,"Jul 11th, 2020 9:01 pm",Automotive,,405,,,Auto Parts & Accessories,Potential pricing error deal: U-Haul trailer hitches,,89159,103
6,BhangraMan,"Jul 7th, 2020 6:45 pm",,"Jul 11th, 2020 8:59 pm",,$4.00,121,,Dollarama,Computers & Electronics,Mophie USB-C to USB-C 3.1 5ft $4.00,,21041,24
7,Blubbs,"Jul 11th, 2020 6:42 pm",,"Jul 12th, 2020 7:24 am",Computers & Electronics,149.99,10,$50,,Peripherals & Accessories,"Philips 27"" IPS 1920x1080 Monitor $149.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FPhilips-276E9QDSB-Class-Monitor-Free-Sync%2Fdp%2FB07CLMDH3K%2Fref%3Dsr_1_13%3Fdchild%3D1%26keywords%3Dips%26qid%3D1594506843%26refinements%3Dp_n_size_browse-bin%253A7328480011%26rnid%3D7328474011%26s%3Dpc%26sr%3D1-13%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3570,0
8,lookingforsumthin,"Jul 10th, 2020 10:39 am","July 12, 2020","Jul 11th, 2020 8:54 pm",Computers & Electronics,399.99,9,$100 off,The Source,Computers & Tablets/eReaders,"Acer Aspire Laptop 15.6"" Core i3 8G 256G SSD $399.99",http://www.kqzyfj.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fcomputers-tablets%2Flaptops%2Fall-laptops%2Facer-aspire-a315-54k-37re-15-6%25e2%2580%259d-laptop-with-intel%25c2%25ae-i3-6006u%252c-256gb-ssd%252c-8gb-ram-windows-10-s%2Fp%2F108088717&amp;sid=rfdcb,2861,-1
9,HP_John,"Apr 16th, 2020 12:06 am",,"Jul 11th, 2020 8:54 pm",,,304,,,Restaurants,"GTA Restaurants During Pandemic UPDATED Mon, July 6",,142958,166
10,trigger0,"May 1st, 2020 11:34 pm","July 30, 2020","Jul 11th, 2020 8:39 pm",Financial Services,,332,,Scotiabank,Banking & Investing,Earn $300 cash plus up to 2.70% interest with the Scotiabank Ultimate Package.,https://www.scotiabank.com/ca/en/personal/bank-accounts/chequing-accounts/package-features.html,78603,14
11,DaVibe,"Jul 11th, 2020 8:36 pm",,"Jul 11th, 2020 8:36 pm",,,0,20%,Buytopia.ca,Entertainment,20% Off Your Next BuyTopia.Ca Purchase,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=37489&amp;murl=https%3A%2F%2Fbuytopia.ca%2Flanding&amp;u1=rfdcb,1143,-2
12,greenada,"Jul 1st, 2020 12:07 pm",,"Jul 11th, 2020 8:33 pm",,C$ 20.81,63,,,Computers & Electronics,Xiaomi Mi Band 3 Smart Fitness Tracker - C$ 20.81 / Possible C$ 11.58 With New User Code @ Xiaomi Store / Aliexpress,http://www.awin1.com/cread.php?awinmid=6378&amp;awinaffid=139736&amp;clickref=&amp;p=http://s.click.aliexpress.com/e/_dZlUJOi,12536,-1
13,Mrrfdxyz,"Jul 11th, 2020 8:15 pm",,"Jul 11th, 2020 8:28 pm",,$357.97,2,,Walmart,Beauty & Wellness,Fitness Reality 810XLT Super Max Power Rack Cage- $357.97,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Ffitness-reality-810xlt-super-max-power-rack-cage%2F6000197680725%3Fcmpid%3Dsem_google_en_pla_none_869128799_79172769260_None%26gclsrc%3Daw.ds%26%26gclid%3DCjwKCAjwxqX4BRBhEiwAYtJX7cfuCDwF6I0wItaXvVoIoMK7smEfGQmsD2D0szvHxdgrVZdJ9BpoxxoCO0kQAvD_BwE%26gclsrc%3Daw.ds%26cmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DCAqD7bLWUPI-wxqP9nd85jmviaWoOYssQA%26wmlsp&amp;u1=rfdcb,1813,2
14,CrackTheDeal,"Jul 8th, 2020 6:06 pm","July 22, 2020","Jul 11th, 2020 8:20 pm",Restaurants,,45,,Metro,Fast Food,Metro 3 Toppings Pizza for $9.99,,8555,15
15,Alexaaa,"Jul 11th, 2020 1:56 pm",,"Jul 11th, 2020 8:12 pm",Computers & Electronics,19.49,4,,Nintendo,Video Games,FIFA 20 Nintendo Switch Legacy Edition $19.49 on eShop,https://www.nintendo.com/en_CA/games/detail/ea-sports-fifa-20-nintendo-switch-legacy-edition-switch/,2151,-2
16,DrDoomsday,"Jul 4th, 2020 2:35 pm",,"Jul 11th, 2020 8:12 pm",Financial Services,,73,,,Banking & Investing,Simplii just upped their game- get $75 for sending your first GMT of $100 (plus an additional $25 ~ $50 for referral),,15590,28
17,mathewvc,"Jun 22nd, 2020 2:11 am",,"Jul 11th, 2020 8:08 pm",,358.24,39,,Amazon.ca,Sports & Fitness,Fitness Reality 810XLT Super Max Power Cage $358.xx,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Faw%2Fd%2FB01N4I8FOY%3Fref%3Dppx_pt2_mob_b_prod_image&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,8715,0
18,poupa,"Jul 11th, 2020 8:39 am",,"Jul 11th, 2020 7:58 pm",Computers & Electronics,899.00,15,,,Computers & Tablets/eReaders,"$899 - ASUS TUF Gaming Laptop, 15.6” AMD Ryzen 5 4600H, GeForce GTX 1650, 8GB DDR4, 512GB PCIE SSD, Win10",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0863NSX23&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4162,0
19,Angultra,"Jul 10th, 2020 9:25 pm",,"Jul 11th, 2020 7:54 pm",Computers & Electronics,64.99,72,,Nintendo,Video Games,NES and SNES Classic mini systems (refurbished) - $64.99 / $89.99,https://store.nintendo.ca/catalog/product/view/id/29575/s/super-nes-classic-edition-refurbished/category/250/,10968,43
20,danlui,"Jul 11th, 2020 5:57 pm",,"Jul 11th, 2020 7:52 pm",Computers & Electronics,179.99,8,$20,Lenovo Canada,Computers & Tablets/eReaders,Lenovo Tab M8 FHD - Iron Grey,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Ftablets%2Fandroid-tablets%2Flenovo-tab-series%2FLenovo-TB-8705%2Fp%2FZZITZTATB68,2618,0
21,avatar12,"Jul 10th, 2020 7:06 pm",,"Jul 11th, 2020 7:47 pm",Computers & Electronics,Free,10,100%,,Video Games,Ghost of Tsushima dynamic theme - Free,,5702,47
22,dgshop,"Jun 23rd, 2020 11:28 pm",,"Jul 11th, 2020 7:31 pm",,,202,,Old Navy,Apparel,Old Navy: $15 for 5 Reusable Face Masks (Triple-Layer Cotton) Adults & Children,https://gap.dodxnr.net/c/341376/821956/10310?u=https%3A%2F%2Foldnavy.gapcanada.ca%2Fbrowse%2Fcategory.do%3Fcid%3D1157699,45948,30
23,immad01,"Jul 5th, 2020 10:20 pm",,"Jul 11th, 2020 7:16 pm",Home & Garden,$62.98,23,,Home Depot,Home Improvement & Tools,Sun Joe 14-inch 9.0 Amp SWJ599E Electric Chain Saw for $62.98 w/FS (after price match & additional 10 % off),https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/sun-joe-14-inch-9-0-amp-low-kickback-electric-chain-saw/1001203699,7837,28
24,lilpoorpk,"Jul 11th, 2020 5:43 pm",,"Jul 11th, 2020 6:52 pm",,,4,,Costco,Sports & Fitness,14/box Quest Bar available at Vaughan Costco ($28.99),,1753,1
25,Tyler18,"Jul 8th, 2020 4:48 pm",,"Jul 11th, 2020 6:47 pm",,,84,,Costco,Computers & Electronics,"Lenovo Flex 5 14” - Ryzen 4700, 16gb and 512 SSD for $1029 ($999 in store)",https://www.costco.ca/lenovo-ideapad-flex-5-81x20067cf-2-in-1-laptop%2c-amd-ryzen-7-4700u.product.100658044.html,16464,24
26,rokask,"May 22nd, 2020 8:37 pm",,"Jul 11th, 2020 6:46 pm",Computers & Electronics,,120,,,Telecom,Internet (ON) 75/10 $43 or 50/10 $40. 1 year contract,https://www.ebox.ca/en/ontario/residential/internet/cable-extreme-75/?capacity=unlimited,24701,5
27,immad01,"Jul 11th, 2020 1:57 pm","July 16, 2020","Jul 11th, 2020 6:46 pm",,$249.99,3,,Visions Electronics,Home & Garden,Cuisinart Precision Master 5.5qt / 5.2L Stand Mixer (Red) plus Fruit & Ice Cream Maker Attachment (PKG58241) for $250 FS,https://www.visions.ca/product-detail/58241/cuisinart_precision_master_5_5qt_5_2l_stand_mixer_red_plus_fruit_and_ice_cream_maker_attachment,1655,1
